movieId,released,title,actors,director,genres
2394,1998-12-18,"Prince of Egypt, The",Michelle Pfeiffer|Sandra Bullock|Val Kilmer|Ralph Fiennes,Simon Wells| Steve Hickner|Brenda Chapman,Animation|Musical
2395,1999-02-19,Rushmore,Bill Murray|Seymour Cassel|Olivia Williams|Jason Schwartzman,Wes Anderson,Drama|Comedy
2396,1999-01-08,Shakespeare in Love,Joseph Fiennes|Tim McMullan|Tom Wilkinson|Geoffrey Rush,John Madden,Romance|Drama|Comedy
2397,1984-12-14,Mass Appeal,Jack Lemmon|Louise Latham|Charles Durning|Zeljko Ivanek,Glenn Jordan,Drama
2398,1947-05-02,Miracle on 34th Street,Maureen O'Hara|Edmund Gwenn|John Payne|Gene Lockhart,George Seaton,Comedy|Drama
2399,1985-11-27,Santa Claus: The Movie,Burgess Meredith|Dudley Moore|David Huddleston|John Lithgow,Jeannot Szwarc,Adventure|Fantasy|Children
2400,1989-11-17,Prancer,Sam Elliott|Abe Vigoda|Cloris Leachman|Rutanya Alda,John D. Hancock,Fantasy|Drama|Children
2401,1985-06-28,Pale Rider,Clint Eastwood|Carrie Snodgress|Michael Moriarty|Chris Penn,Clint Eastwood,Western
2402,1985-05-22,Rambo: First Blood Part II,Sylvester Stallone|Charles Napier|Richard Crenna|Steven Berkoff,George P. Cosmatos,Adventure|Action|Thriller
2403,1982-10-22,First Blood (Rambo: First Blood),Sylvester Stallone|Brian Dennehy|Bill McKinney|Richard Crenna,Ted Kotcheff,Thriller|Action|Drama|Adventure
2404,1988-05-25,Rambo III,Sylvester Stallone|Kurtwood Smith|Richard Crenna|Marc de Jonge,Peter MacDonald,War|Thriller|Adventure|Action
2405,1985-12-11,"Jewel of the Nile, The",Michael Douglas|Spiros Focás|Kathleen Turner|Danny DeVito,Lewis Teague,Comedy|Adventure|Action|Romance
2406,1984-03-30,Romancing the Stone,Michael Douglas|Kathleen Turner|Danny DeVito|Zack Norman,Robert Zemeckis,Action|Adventure|Comedy|Romance
2407,1985-06-21,Cocoon,Don Ameche|Wilford Brimley|Hume Cronyn|Brian Dennehy,Ron Howard,Comedy|Sci-Fi
2408,1988-11-23,Cocoon: The Return,Don Ameche|Wilford Brimley|Courteney Cox|Hume Cronyn,Daniel Petrie,Sci-Fi|Comedy
2409,1979-06-15,Rocky II,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers,Sylvester Stallone,Drama|Action
2410,1982-05-28,Rocky III,Sylvester Stallone|Talia Shire|Burt Young|Carl Weathers,Sylvester Stallone,Drama|Action
2411,1985-11-27,Rocky IV,Sylvester Stallone|Carl Weathers|Talia Shire|Burt Young,Sylvester Stallone,Drama|Action
2412,1990-11-16,Rocky V,Sylvester Stallone|Sage Stallone|Burt Young|Talia Shire,John G. Avildsen,Action|Drama
2413,1985-12-13,Clue,Tim Curry|Christopher Lloyd|Eileen Brennan|Madeline Kahn,Jonathan Lynn,Thriller|Crime|Mystery|Comedy
2414,1985-12-04,Young Sherlock Holmes,Anthony Higgins|Alan Cox|Sophie Ward|Nicholas Rowe,Barry Levinson,Adventure|Children|Action|Mystery|Fantasy|Thriller
2415,1986-04-25,Violets Are Blue...,Sissy Spacek|Bonnie Bedelia|Kevin Kline|John Kellogg,Jack Fisk,Romance|Drama
2416,1986-06-13,Back to School,Rodney Dangerfield|Keith Gordon|Burt Young|Sally Kellerman,Alan Metter,Comedy
2417,1986-07-25,Heartburn,Meryl Streep|Jack Nicholson|Jeff Daniels|Maureen Stapleton,Mike Nichols,Drama|Comedy
2418,1986-07-30,Nothing in Common,Hector Elizondo|Tom Hanks|Eva Marie Saint|Jackie Gleason,Garry Marshall,Comedy
2419,1986-08-22,Extremities,Farrah Fawcett|Diana Scarwid|James Russo|Alfre Woodard,Robert M. Young,Drama|Thriller
2420,1984-06-22,"Karate Kid, The",Ralph Macchio|Pat Morita|Elisabeth Shue|Martin Kove,John G. Avildsen,Drama
2421,1986-06-20,"Karate Kid, Part II, The",Pat Morita|Ralph Macchio|Pat E. Johnson|Bruce Malmuth,John G. Avildsen,Adventure|Action|Drama
2422,1989-06-30,"Karate Kid, Part III, The",Ralph Macchio|Robyn Lively|Pat Morita|Thomas Ian Griffith,John G. Avildsen,Adventure|Children|Drama|Action
2423,1989-12-01,Christmas Vacation (National Lampoon's Christmas Vacation),Chevy Chase|Juliette Lewis|Beverly D'Angelo|Johnny Galecki,Jeremiah S. Chechik,Comedy
2424,1998-12-18,You've Got Mail,Meg Ryan|Parker Posey|Tom Hanks|Greg Kinnear,Nora Ephron,Romance|Comedy
2425,1998-12-18,"General, The",Brendan Gleeson|Adrian Dunbar|Maria Doyle Kennedy|Sean McGinley,John Boorman,Crime
2427,1999-01-15,"Thin Red Line, The",Jim Caviezel|Nick Nolte|Elias Koteas|Sean Penn,Terrence Malick,Action|Drama|War
2428,1998-12-25,"Faculty, The",Josh Hartnett|Laura Harris|Clea DuVall|Jordana Brewster,Robert Rodriguez,Horror|Sci-Fi
2429,1998-12-25,Mighty Joe Young,Charlize Theron|Bill Paxton|Peter Firth|Rade Serbedzija,Ron Underwood,Thriller|Action|Adventure|Drama|Fantasy
2430,1949-08-29,Mighty Joe Young,Robert Armstrong|Ben Johnson|Mr. Joseph Young|Terry Moore, Ernest B. Schoedsack,Drama|Children|Adventure
2431,1998-12-25,Patch Adams,Daniel London|Monica Potter|Philip Seymour Hoffman|Robin Williams,Tom Shadyac,Drama|Comedy
2432,1998-12-25,Stepmom,Julia Roberts|Jena Malone|Ed Harris|Susan Sarandon,Chris Columbus,Drama
2433,1999-01-08,"Civil Action, A",Robert Duvall|Tony Shalhoub|William H. Macy|John Travolta,Steven Zaillian,Drama
2434,1998-12-25,Down in the Delta,Alfre Woodard|Al Freeman Jr.|Mary Alice|Esther Rolle,Maya Angelou,Drama
2435,1998-12-25,Hurlyburly,Sean Penn|Kevin Spacey|Robin Wright|Chazz Palminteri,Anthony Drazan,Drama
2436,1999-05-14,Tea with Mussolini,Maggie Smith|Cher|Judi Dench|Joan Plowright,Franco Zeffirelli,Drama|Comedy|War
2437,1998-05-01,Wilde,Jennifer Ehle|Vanessa Redgrave|Stephen Fry|Jude Law,Brian Gilbert,Drama
2438,1998-12-18,Outside Ozona,Sherilyn Fenn|Robert Forster|Kevin Pollak|David Paymer,J.S. Cardone,Thriller|Drama|Comedy
2439,1999-02-19,Affliction,Jim True-Frost|Holmes Osborne|Brigid Tierney|Nick Nolte,Paul Schrader,Drama
2441,1999-01-22,"Hi-Lo Country, The",Billy Crudup|Woody Harrelson|Cole Hauser|Enrique Castillo,Stephen Frears,Drama|Romance|Western
2442,1999-02-05,Hilary and Jackie,Emily Watson|James Frain|Rachel Griffiths|David Morrissey,Anand Tucker,Drama
2443,1999-01-22,Playing by Heart,Angelina Jolie|Gillian Anderson|Gena Rowlands|Sean Connery,Willard Carroll,Drama|Romance
2445,1999-01-15,At First Sight,Val Kilmer|Kelly McGillis|Mira Sorvino|Steven Weber,Irwin Winkler,Drama
2446,1999-01-15,In Dreams,Aidan Quinn|Annette Bening|Katie Sagona|Robert Downey Jr.,Neil Jordan,Horror|Thriller
2447,1999-01-15,Varsity Blues,James Van Der Beek|Paul Walker|Jon Voight|Ron Lester,Brian Robbins,Comedy|Drama
2448,1999-01-15,Virus,Jamie Lee Curtis|Donald Sutherland|William Baldwin|Joanna Pacula,John Bruno,Horror|Sci-Fi
2449,1987-08-22,"Garbage Pail Kids Movie, The",Mackenzie Astin|Katie Barberi|Phil Fondacaro|Anthony Newley,Rod Amateau,Children|Adventure|Comedy
2450,1986-08-01,Howard the Duck,Lea Thompson|Ed Gale|Tim Robbins|Jeffrey Jones,Willard Huyck,Adventure|Sci-Fi|Comedy
2451,1987-05-15,"Gate, The",Louis Tripp|Kelly Rowan|Stephen Dorff|Christa Denton,Tibor Takács,Horror
2453,1986-09-26,"Boy Who Could Fly, The",Bonnie Bedelia|Jay Underwood|Lucy Deakins|Fred Savage,Nick Castle,Drama|Fantasy
2455,1986-08-15,"Fly, The",Jeff Goldblum|John Getz|Joy Boushel|Geena Davis,David Cronenberg,Sci-Fi|Thriller|Drama|Horror
2456,1989-02-10,"Fly II, The",Eric Stoltz|John Getz|Daphne Zuniga|Lee Richardson,Chris Walas,Horror|Sci-Fi
2457,1986-06-27,Running Scared,Gregory Hines|Billy Crystal|Steven Bauer|Darlanne Fluegel,Peter Hyams,Action|Comedy
2458,1986-08-15,Armed and Dangerous,John Candy|Kenneth McMillan|Robert Loggia|Eugene Levy,Mark L. Lester,Comedy|Crime
2459,1974-10-04,"Texas Chainsaw Massacre, The",Marilyn Burns|William Vail|Allen Danziger|Paul A. Partain,Tobe Hooper,Horror
2460,1986-08-22,"Texas Chainsaw Massacre 2, The",Dennis Hopper|Bill Moseley|Caroline Williams|Jim Siedow,Tobe Hooper,Horror
2461,1990-01-12,Leatherface: Texas Chainsaw Massacre III,Ken Foree|Kate Hodge|William Butler|R.A. Mihailoff,Jeff Burr,Comedy|Horror|Thriller
2462,1995-10-21,Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre),Renée Zellweger|Tonie Perensky|Matthew McConaughey|Robert Jacks,Kim Henkel,Horror
2463,1986-06-27,Ruthless People,Bette Midler|Danny DeVito|Helen Slater|Judge Reinhold,David Zucker| Jerry Zucker|Jim Abrahams,Comedy
2464,1986-10-24,Trick or Treat,Tony Fields|Lisa Orgolini|Marc Price|Doug Savant,Charles Martin Smith,Horror
2465,1986-10-10,Deadly Friend,Matthew Charles Laborteaux|Kristy Swanson|Michael Sharrett|Anne Twomey,Wes Craven,Horror
2467,1986-09-24,"Name of the Rose, The (Name der Rose, Der)",Sean Connery|Elya Baskin|Christian Slater|Helmut Qualtinger,Jean-Jacques Annaud,Crime|Drama|Mystery|Thriller
2468,1986-10-10,Jumpin' Jack Flash,Whoopi Goldberg|Carol Kane|Stephen Collins|John Wood,Penny Marshall,Comedy|Romance|Thriller|Action
2469,1986-10-10,Peggy Sue Got Married,Kathleen Turner|Nicolas Cage|Catherine Hicks|Barry Miller,Francis Ford Coppola,Drama|Comedy
2470,1986-09-26,Crocodile Dundee,David Gulpilil|John Meillon|Linda Kozlowski|Paul Hogan,Peter Faiman,Comedy|Adventure
2471,1988-05-25,Crocodile Dundee II,John Meillon|Linda Kozlowski|Paul Hogan|Ernie Dingo,John Cornell,Adventure|Comedy|Action
2472,1986-10-03,Tough Guys,Burt Lancaster|Charles Durning|Kirk Douglas|Alexis Smith,Jeff Kanew,Comedy
2473,1986-10-24,Soul Man,Arye Gross|Rae Dawn Chong|C. Thomas Howell|James Earl Jones,Steve Miner,Comedy
2474,1986-10-17,"Color of Money, The",Paul Newman|Tom Cruise|Mary Elizabeth Mastrantonio|Helen Shaver,Martin Scorsese,Drama
2475,1986-11-07,52 Pick-Up,Roy Scheider|Vanity|Ann-Margret|John Glover,John Frankenheimer,Action|Thriller|Mystery
2476,1986-12-05,Heartbreak Ridge,Everett McGill|Marsha Mason|Clint Eastwood|Moses Gunn,Clint Eastwood,War|Action
2478,1986-12-12,¡Three Amigos!,Steve Martin|Martin Short|Chevy Chase|Alfonso Arau,John Landis,Western|Comedy
2479,1999-01-22,Gloria,Sharon Stone|Jeremy Northam|Cathy Moriarty|Jean-Luke Figueroa,Sidney Lumet,Thriller|Drama
2481,1999-01-22,My Name Is Joe,Peter Mullan|Louise Goodall|Gary Lewis|Lorraine McIntosh,Ken Loach,Romance|Drama
2482,1999-01-22,Still Crazy,Timothy Spall|Stephen Rea|Jimmy Nail|Billy Connolly,Brian Gibson,Romance|Comedy
2483,1998-12-23,"Day of the Beast, The (Día de la Bestia, El)",Álex Angulo|Armando De Razza|Santiago Segura|Terele Pávez,Álex de la Iglesia,Comedy|Adventure|Thriller
2485,1999-01-29,She's All That,Freddie Prinze Jr.|Paul Walker|Matthew Lillard|Rachael Leigh Cook,Robert Iscove,Romance|Comedy
2486,1999-01-29,"24 Hour Woman, The",Rosie Perez|Karen Duffy|Marianne Jean-Baptiste|Patti LuPone,Nancy Savoca,Drama|Comedy
2487,1998-10-16,"Blood, Guts, Bullets and Octane",Mark Priolo|Nick Fenske|Joe Carnahan|Mike Maas,Joe Carnahan,Comedy|Action
2488,1962-05-15,Peeping Tom,Karlheinz Böhm|Moira Shearer|Anna Massey|Maxine Audley,Michael Powell,Horror|Thriller|Drama
2490,1999-02-05,Payback,David Paymer|Maria Bello|Gregg Henry|Mel Gibson,Brian Helgeland,Action|Thriller
2491,1999-02-05,Simply Irresistible,Sarah Michelle Gellar|Dylan Baker|Patricia Clarkson|Sean Patrick Flanery,Mark Tarlov,Comedy|Romance
2492,1999-02-26,20 Dates,Richard Arlook|Elisabeth Wagner|Myles Berkowitz|Tia Carrere,Myles Berkowitz,Comedy|Romance
2493,1997-12-25,"Harmonists, The",Ben Becker|Heinrich Schafmeister|Ulrich Noethen|Heino Ferch,Joseph Vilsmaier,Drama
2494,1999-07-15,"Last Days, The",Martin Basch|Randolph Braham|Bill Basch,James Moll,Documentary
2495,1973-12-01,"Fantastic Planet, The (Planète sauvage, La)",Jennifer Drake|Eric Baugin|Jean Topart|Jean Valmont,René Laloux,Sci-Fi|Animation
2496,1999-02-12,Blast from the Past,Brendan Fraser|Alicia Silverstone|Christopher Walken|Sissy Spacek,Hugh Wilson,Romance|Comedy
2497,1999-02-12,Message in a Bottle,Kevin Costner|Robin Wright|Paul Newman|John Savage,Luis Mandoki,Romance
2498,1999-02-12,My Favorite Martian,Christopher Lloyd|Elizabeth Hurley|Daryl Hannah|Jeff Daniels,Donald Petrie,Sci-Fi|Comedy
2499,1998-03-14,God Said 'Ha!',Julia Sweeney|Quentin Tarantino,Julia Sweeney,Comedy
2500,1999-02-19,Jawbreaker,Rose McGowan|Rebecca Gayheart|Julie Benz|Judy Greer,Darren Stein,Comedy
2501,1999-02-19,October Sky,Chris Cooper|Jake Gyllenhaal|Laura Dern|Chris Owen,Joe Johnston,Drama
2502,1999-02-19,Office Space,Ron Livingston|Ajay Naidu|Jennifer Aniston|David Herman,Mike Judge,Comedy|Crime
2504,1999-02-26,200 Cigarettes,Ben Affleck|Casey Affleck|Jennifer Albano|Jenni Blong,Risa Bramon Garcia,Drama|Comedy
2505,1999-02-26,8MM,Nicolas Cage|James Gandolfini|Joaquin Phoenix|Peter Stormare,Joel Schumacher,Drama|Mystery|Thriller
2506,1999-02-26,"Other Sister, The",Juliette Lewis|Tom Skerritt|Diane Keaton|Giovanni Ribisi,Garry Marshall,Comedy|Drama|Romance
2507,1999-02-18,Breakfast of Champions,Albert Finney|Barbara Hershey|Bruce Willis|Nick Nolte,Alan Rudolph,Comedy|Sci-Fi
2511,1973-03-07,"Long Goodbye, The",Sterling Hayden|Elliott Gould|Mark Rydell|Nina van Pallandt,Robert Altman,Crime|Film-Noir
2513,1989-04-21,Pet Sematary,Brad Greenquist|Denise Crosby|Fred Gwynne|Dale Midkiff,Mary Lambert,Horror
2514,1992-08-28,Pet Sematary II,Edward Furlong|Jared Rushton|Anthony Edwards|Clancy Brown,Mary Lambert,Comedy|Horror
2515,1993-01-29,Children of the Corn II: The Final Sacrifice,Christie Clark|Paul Scherrer|Ryan Bollman|Terence Knox,David Price,Horror
2516,1995-09-12,Children of the Corn III,Dano Cerny|Ron Melendez|Nancy Lee Grahn|Jim Metzler,James D.R. Hickox,Horror
2517,1983-12-09,Christine,Keith Gordon|Alexandra Paul|Robert Prosky|John Stockwell,John Carpenter,Horror
2518,1982-07-30,Night Shift,Henry Winkler|Michael Keaton|Shelley Long|Gina Hecht,Ron Howard,Comedy
2519,1959-02-17,House on Haunted Hill,Vincent Price|Alan Marshal|Richard Long|Carol Ohmart,William Castle,Drama|Thriller|Horror
2520,1970-03-05,Airport,Dean Martin|Burt Lancaster|Jacqueline Bisset|Jean Seberg,George Seaton,Drama
2521,1974-10-18,Airport 1975,Charlton Heston|Karen Black|George Kennedy|Efrem Zimbalist Jr.,Jack Smight,Action|Thriller|Drama
2522,1977-03-11,Airport '77,Joseph Cotten|Jack Lemmon|Brenda Vaccaro|Lee Grant,Jerry Jameson,Drama
2523,1977-06-17,Rollercoaster,Timothy Bottoms|George Segal|Richard Widmark|Henry Fonda,James Goldstone,Drama|Thriller
2524,1974-12-20,"Towering Inferno, The",William Holden|Faye Dunaway|Paul Newman|Steve McQueen,John Guillermin,Action|Drama|Adventure|Thriller
2525,1980-07-02,Alligator,Dean Jagger|Michael V. Gazzo|Robin Riker|Robert Forster,Lewis Teague,Action|Horror|Sci-Fi
2526,1979-10-19,Meteor,Sean Connery|Natalie Wood|Brian Keith|Karl Malden,Ronald Neame,Sci-Fi
2527,1973-11-21,Westworld,Richard Benjamin|Yul Brynner|Norman Bartold|James Brolin, Michael Crichton,Action|Western|Sci-Fi|Thriller
2528,1976-06-23,Logan's Run,Michael York|Jenny Agutter|Roscoe Lee Browne|Richard Jordan,Michael Anderson,Adventure|Sci-Fi|Action
2529,1968-04-03,Planet of the Apes,Roddy McDowall|Charlton Heston|Kim Hunter|Maurice Evans,Franklin J. Schaffner,Sci-Fi|Drama|Action
2530,1970-05-26,Beneath the Planet of the Apes,James Franciscus|Linda Harrison|Maurice Evans|Kim Hunter,Ted Post,Sci-Fi|Action
2531,1973-06-15,Battle for the Planet of the Apes,Natalie Trundy|Severn Darden|Roddy McDowall|Claude Akins,J. Lee Thompson,Action|Sci-Fi
2532,1972-06-30,Conquest of the Planet of the Apes,Natalie Trundy|Hari Rhodes|Roddy McDowall|Don Murray,J. Lee Thompson,Sci-Fi|Action
2533,1971-05-21,Escape from the Planet of the Apes,Roddy McDowall|Kim Hunter|Bradford Dillman|Natalie Trundy,Don Taylor,Action|Sci-Fi
2534,1978-09-29,Avalanche,Mia Farrow|Rock Hudson|Robert Forster|Jeanette Nolan,Corey Allen|Lewis Teague,Action
2535,1974-11-15,Earthquake,Charlton Heston|George Kennedy|Ava Gardner|Lorne Greene,Mark Robson,Thriller|Drama|Action
2536,1979-08-17,"Concorde: Airport '79, The",Alain Delon|Susan Blakely|Sylvia Kristel|Robert Wagner,David Lowell Rich,Drama
2537,1979-05-18,Beyond the Poseidon Adventure,Michael Caine|Sally Field|Peter Boyle|Telly Savalas,Irwin Allen,Adventure
2539,1999-03-05,Analyze This,Robert De Niro|Lisa Kudrow|Billy Crystal|Chazz Palminteri,Harold Ramis,Comedy
2540,1999-03-12,"Corruptor, The",Chow Yun-Fat|Mark Wahlberg|Paul Ben-Victor|Ric Young,James Foley,Thriller|Drama|Crime|Action
2541,1999-03-05,Cruel Intentions,Sarah Michelle Gellar|Reese Witherspoon|Ryan Phillippe|Selma Blair,Roger Kumble,Drama
2542,1998-08-28,"Lock, Stock & Two Smoking Barrels",Jason Statham|Nick Moran|Dexter Fletcher|Jason Flemyng,Guy Ritchie,Crime|Thriller|Comedy
2545,1998-06-10,Relax... It's Just Sex,Seymour Cassel|Terrence 'T.C.' Carson|Lori Petty|Mitchell Anderson,P.J. Castellaneta,Comedy
2546,1999-03-12,"Deep End of the Ocean, The",Michelle Pfeiffer|Treat Williams|Jonathan Jackson|Whoopi Goldberg,Ulu Grosbard,Drama
2548,1999-03-12,"Rage: Carrie 2, The",Jason London|Emily Bergl|J. Smith-Cameron|Dylan Bruno,Katt Shea,Horror
2549,1999-03-12,Wing Commander,Freddie Prinze Jr.|Saffron Burrows|Matthew Lillard|Tchéky Karyo,Christopher Roberts,Action|Sci-Fi
2550,1963-09-18,"Haunting, The",Julie Harris|Russ Tamblyn|Richard Johnson|Claire Bloom,Robert Wise,Horror|Thriller
2551,1988-09-23,Dead Ringers,Jeremy Irons|Heidi von Palleske|Barbara Gordon|Geneviève Bujold,David Cronenberg,Thriller|Horror|Drama
2552,1993-08-06,My Boyfriend's Back,Andrew Lowery|Traci Lind|Danny Zorn|Edward Herrmann,Bob Balaban,Comedy
2553,1960-12-07,Village of the Damned,George Sanders|Martin Stephens|Michael Gwynn|Barbara Shelley,Wolf Rilla,Horror|Sci-Fi|Thriller
2554,1964-01-29,Children of the Damned,Alfred Burke|Barbara Ferris|Alan Badel|Ian Hendry,Anton Leader,Thriller|Horror|Sci-Fi
2555,1999-03-12,Baby Geniuses,Kathleen Turner|Peter MacNicol|Christopher Lloyd|Kim Cattrall,Bob Clark,Comedy
2557,1999-02-17,I Stand Alone (Seul contre tous),Blandine Lenoir|Frankie Pain|Martine Audrain|Philippe Nahon,Gaspar Noé,Drama|Thriller
2558,1999-03-19,Forces of Nature,Ben Affleck|Sandra Bullock|Maura Tierney|Steve Zahn,Bronwen Hughes,Comedy|Romance
2559,1999-03-19,"King and I, The",Miranda Richardson|Christiane Noll|Martin Vidnovic|Ian Richardson,Richard Rich,Animation|Children
2560,1999-03-19,Ravenous,David Arquette|Jeremy Davies|Guy Pearce|Robert Carlyle,Antonia Bird,Horror|Thriller
2561,1999-03-19,True Crime,Clint Eastwood|LisaGay Hamilton|Isaiah Washington|James Woods,Clint Eastwood,Crime|Thriller
2562,1997-07-03,Bandits,Katja Riemann|Jasmin Tabatabai|Nicolette Krebitz|Jutta Hoffmann,Katja von Garnier,Drama
2563,1998-02-20,Dangerous Beauty,Catherine McCormack|Fred Ward|Oliver Platt|Rufus Sewell,Marshall Herskovitz,Drama
2565,1956-06-29,"King and I, The",Yul Brynner|Deborah Kerr|Martin Benson|Rita Moreno,Walter Lang,Romance|Musical|Drama
2566,1999-03-26,Doug's 1st Movie,Constance Shulman|Fred Newman|Chris Phillips|Thomas McHugh,Maurice Joyce,Children|Animation
2567,1999-03-26,EDtv,Matthew McConaughey|Sally Kirkland|Woody Harrelson|Jenna Elfman,Ron Howard,Comedy
2568,1999-03-26,"Mod Squad, The",Claire Danes|Dennis Farina|Omar Epps|Giovanni Ribisi,Scott Silver,Crime|Action
2569,1999-04-01,Among Giants,James Thornton|Rachel Griffiths|Lennie James|Pete Postlethwaite,Sam Miller,Romance|Drama|Comedy
2570,1999-04-23,"Walk on the Moon, A",Anna Paquin|Bobby Boriello|Diane Lane|Tovah Feldshuh,Tony Goldwyn,Romance|Drama
2571,1999-03-31,"Matrix, The",Hugo Weaving|Laurence Fishburne|Keanu Reeves|Carrie-Anne Moss,Lana Wachowski| Lilly Wachowski,Thriller|Sci-Fi|Action
2572,1999-03-31,10 Things I Hate About You,Larisa Oleynik|Joseph Gordon-Levitt|Julia Stiles|Heath Ledger,Gil Junger,Romance|Comedy
2573,1999-02-12,Tango,Juan Carlos Copes|Miguel Ángel Solá|Cecilia Narova|Mía Maestro,Carlos Saura,Drama|Musical
2574,1999-04-02,"Out-of-Towners, The",Steve Martin|Goldie Hawn|John Cleese|Mark McKinney,Sam Weisman,Comedy
2575,1998-09-16,"Dreamlife of Angels, The (Vie rêvée des anges, La)",Élodie Bouchez|Grégoire Colin|Natacha Régnier|Patrick Mercado,Erick Zonca,Drama
2577,1998-08-21,Metroland,Emily Watson|Elsa Zylberstein|Christian Bale|Lee Ross,Philip Saville,Comedy|Drama
2579,1999-11-05,Following,Jeremy Theobald|Alex Haw|Lucy Russell|John Nolan,Christopher Nolan,Thriller|Crime|Mystery
2580,1999-04-09,Go,Katie Holmes|Suzanne Krull|Sarah Polley|Desmond Askew,Doug Liman,Comedy|Crime
2581,1999-04-09,Never Been Kissed,David Arquette|Drew Barrymore|Molly Shannon|Michael Vartan,Raja Gosnell,Romance|Comedy
2582,1999-04-09,Twin Dragons (Shuang long hui),Nina Li Chi|Jackie Chan|Maggie Cheung|Anthony Chan,Hark Tsui|Ringo Lam,Action|Comedy
2583,1999-04-16,Cookie's Fortune,Glenn Close|Chris O'Donnell|Liv Tyler|Julianne Moore,Robert Altman,Comedy|Drama
2585,1998-09-04,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar)",Nancho Novo|Fele Martínez|Najwa Nimri|Maru Valdivielso,Julio Medem,Drama|Romance
2586,1999-04-16,Goodbye Lover,Patricia Arquette|Ellen DeGeneres|Mary-Louise Parker|Dermot Mulroney,Roland Joffé,Comedy|Thriller|Crime
2587,1999-04-16,Life,Eddie Murphy|Nick Cassavetes|Obba Babatundé|Martin Lawrence,Ted Demme,Crime|Comedy|Drama
2589,1999-04-16,Friends & Lovers,Stephen Baldwin|Danny Nucci|George Newbern|Alison Eastwood,George Haas,Comedy|Romance|Drama
2590,1999-01-13,Hideous Kinky,Kate Winslet|Saïd Taghmaoui|Bella Riza|Carrie Mullan,Gillies MacKinnon,Drama
2594,1997-12-19,Open Your Eyes (Abre los ojos),Eduardo Noriega|Penélope Cruz|Chete Lera|Fele Martínez,Alejandro Amenábar,Drama|Romance|Sci-Fi|Thriller
2596,1999-04-16,SLC Punk!,Matthew Lillard|Annabeth Gish|Michael A. Goorjian|Jennifer Lien,James Merendino,Comedy|Drama
2597,1999-04-23,Lost & Found,David Spade|Stephanie Chang|Neal MacMillan|Ever Carradine,Jeff Pollack,Comedy|Romance
2598,1999-04-23,Pushing Tin,Cate Blanchett|Angelina Jolie|John Cusack|Billy Bob Thornton,Mike Newell,Comedy
2599,1999-05-07,Election,Matthew Broderick|Chris Klein|Reese Witherspoon|Jessica Campbell,Alexander Payne,Comedy
2600,1999-04-23,eXistenZ,Jennifer Jason Leigh|Jude Law|Willem Dafoe|Ian Holm,David Cronenberg,Action|Sci-Fi|Thriller
2605,1999-04-30,Entrapment,Sean Connery|Will Patton|Ving Rhames|Catherine Zeta-Jones,Jon Amiel,Crime|Thriller
2606,1999-04-30,Idle Hands,Devon Sawa|Jessica Alba|Elden Henson|Seth Green,Rodman Flender,Horror|Comedy
2607,1999-04-30,Get Real,Ben Silverstone|Stacy Hart|Brad Gorton|Charlotte Brittain,Simon Shore,Romance|Drama
2609,1997-05-17,"King of Masks, The (Bian Lian)",Zhu Xu|Zhaoji Jia|Renying Zhou|Zhigang Zhao,Tian-Ming Wu,Drama
2610,1999-04-30,Three Seasons,Manh Cuong Tran|Harvey Keitel|Đơn Dương|Ngoc Hiep Nguyen,Tony Bui,Drama
2611,1999-10-29,"Winslow Boy, The",Rebecca Pidgeon|Matthew Pidgeon|Nigel Hawthorne|Gemma Jones,David Mamet,Drama
2612,1945-10-20,Mildred Pierce,Joan Crawford|Zachary Scott|Jack Carson|Eve Arden,Michael Curtiz,Drama|Film-Noir
2613,1984-11-16,Night of the Comet,Robert Beltran|Catherine Mary Stewart|Kelli Maroney|Sharon Farrell,Thom Eberhardt,Sci-Fi|Horror|Comedy
2615,1985-08-09,My Science Project,John Stockwell|Raphael Sbarge|Fisher Stevens|Danielle von Zerneck,Jonathan R. Betuel,Sci-Fi|Adventure
2616,1990-06-15,Dick Tracy,Warren Beatty|Charlie Korsmo|Michael Donovan O'Donnell|Jim Wilkey,Warren Beatty,Crime|Action
2617,1999-05-07,"Mummy, The",Brendan Fraser|Rachel Weisz|John Hannah|Arnold Vosloo,Stephen Sommers,Thriller|Horror|Adventure|Action|Fantasy|Comedy
2618,1999-05-07,"Castle, The",Anthony Simcoe|Stephen Curry|Anne Tenney|Michael Caton,Rob Sitch,Comedy
2620,1999-05-07,This Is My Father,James Caan|Colm Meaney|Jacob Tierney|Moira Deady,Paul Quinn,Drama|Romance
2621,2000-11-16,Xiu Xiu: The Sent-Down Girl (Tian yu),Li Xiaolu|Zheng Qian|Lopsang|Jie Gao,Joan Chen,Drama
2622,1999-05-14,William Shakespeare's A Midsummer Night's Dream,Kevin Kline|Stanley Tucci|Michelle Pfeiffer|Rupert Everett,Michael Hoffman,Comedy|Fantasy
2624,1999-04-17,After Life (Wandafuru raifu),Arata Iura|Susumu Terajima|Erika Oda|Takashi Naitô,Hirokazu Koreeda,Drama|Fantasy
