title,heading,content,tokens
United States,DARPA FUNDING ANNOUNCEMENTS,"United States's DARPA FUNDING ANNOUNCEMENTS (2014 - Ongoing). Defense Advanced Research Projects Agency (DARPA) publicly announces research programs for which it seeks research contractors. It has the following objectives: To invest in high-risk, high-payoff research.To tackle some of the most difficult challenges for protecting national security.It uses Project grants for public research as policy instruments.",55
United States,UNIVERSITY CENTER ECONOMIC DEVELOPMENT PROGRAM,"United States's UNIVERSITY CENTER ECONOMIC DEVELOPMENT PROGRAM (1980 - Ongoing). The University Center (UC) program supported by the Economic Development Administration EDA is about long-term partnerships in economic development. Typical actions provided by the UCs include targeted commercialization of research, workforce development, and business counseling services. Other UCs may focus their efforts on helping local organizations with conducting preliminary feasibility studies, analyzing data, and convening customized seminars and workshops on topics such as regional strategic planning and capital budgeting. It has the following objectives: To marshal the resources located within colleges and universities to support regional economic development strategies in regions of chronic and acute economic distress.To devote the majority of their funding to respond to technical assistance requests originating from organizations located in the economically distressed portions of their service regions.rTo ecognize and respond to the needs of small- and medium-sized manufacturers and processors for technology transfer and commercialization assistanceTo focus efforts on assisting units of local governments and nonprofit organizations in planning and implementing regional economic development strategies and projects.It uses Dedicated support to research infrastructures, Technology extension and business advisory services, Public awareness campaigns and other outreach activities as policy instruments.",194
United States,DEFENSE EDUCATION AND CIVILIAN UNIVERSITY RESEARCH,"United States's DEFENSE EDUCATION AND CIVILIAN UNIVERSITY RESEARCH (2019 - Ongoing). Defense Education and Civilian University Research supports basic research projects that improve capacities in defense-related basic social science to inform Department of Defense (DoD) policy makers and decision leaders. It has the following objectives: develop collaborative basic research partnerships between Defense Professional Military Education (PME) Institutions and Civilian Research UniversitiesIncrease DoD social science expertise by investing in experts who teach our future military and national security leaders at Professional Military Education (PME) institutions.Build deeper understanding of the social, cultural, and political factors and dynamics that shape U.S. security interests around the world.Improve knowledge brought into the classroom and increase PME institutions’ ability to inform and help contribute to civilian social science dialogueEncourage and facilitate better connections across PME institutions for those experts with complementary intellectual and research interests.Enhance civilian scientist awareness of critical social science challenges confronting the DoD, encourage civilian academics to collaborate and engage with PME instructors and their students at PME institutionsIt uses Institutional funding for public research, Networking and collaborative platforms, Dedicated support to research infrastructures as policy instruments.",184
United States,MINERVA,"United States's MINERVA (2008 - Ongoing). Launched by the Secretary of Defense in 2008, the Minerva Research Initiative is a Department of Defense-sponsored, university-based social science research initiative that focuses on areas of strategic importance to the U.S. national security policy. It has the following objectives: to promote research in specific areas of social science and to promote a candid and constructive relationship between the Department of Defense and the social science academic community.to bring together universities and other research institutions around the world and support multidisciplinary and cross-institutional projects addressing specific interest areas determined by the Department of Defense.To support social science research aimed at improving our basic understanding of security, broadly definedIt uses Project grants for public research, Fellowships and postgraduate loans and scholarships, Networking and collaborative platforms as policy instruments.",133
United States,DOE ENERGY INNOVATION HUBS,"United States's DOE ENERGY INNOVATION HUBS (2012 - Ongoing). The hubs combine the R&D firepower of five Department of Energy national laboratories, five universities, and four private firms in an effort aimed at achieving revolutionary advances in battery performance It has the following objectives: to overcome the scientific barriers to the development of a complete energy system that has potential for implementation into a transformative energy technology, by supporting multiple research teams - each working in separate but collaborative research areas.It uses Networking and collaborative platforms, Dedicated support to research infrastructures, Institutional funding for public research as policy instruments.",99
United States,ENERGY FRONTIER RESEARCH CENTERS,"United States's ENERGY FRONTIER RESEARCH CENTERS (2009 - Ongoing). nan It has the following objectives: bringing together creative, multi-disciplinary scientific teams to tackle the toughest scientific challenges preventing advances in energy technologies.take full advantage of powerful new tools for characterizing, understanding, modeling, and manipulating matter from atomic to macroscopic length scales.train the next-generation scientific workforce by attracting talented students and postdoctoral researchers interested in energy science.It uses Dedicated support to research infrastructures, Networking and collaborative platforms, Institutional funding for public research as policy instruments.",84
United States,PHOTOVOLTAICS COMPETITIVE AWARDS,"United States's PHOTOVOLTAICS COMPETITIVE AWARDS (2005 - Ongoing). In support of the goals of the photovoltaics subprogram, the Energy Department issues competitive solicitations to fund targeted research projects through funding opportunity announcements (FOAs). Awards are made to universities, national laboratories, and industry. It has the following objectives: foster cooperative research, development, demonstration, and deployment projects by private companies, universities, state and local governments, nonprofit organizations, and national laboratories to drive down the cost of solar electricity to $0.03 per kilowatt-hour (not including incentives).It uses Grants for business R&D and innovation, Science and innovation challenges, prizes and awards as policy instruments.",100
United States,INTERNATIONAL PARTNERSHIP FOR HYDROGEN AND FUEL CELLS IN THE ECONOMY,"United States's INTERNATIONAL PARTNERSHIP FOR HYDROGEN AND FUEL CELLS IN THE ECONOMY (2003 - Ongoing). The United States is a founding member of the International Partnership for Hydrogen and Fuel Cells in the Economy (IPHE), which was created in 2003. The IPHEs 17 partners organize, evaluate, and coordinate multinational research, development, and deployment programs that will advance the introduction of fuel cells and hydrogen infrastructure at a global scale. It has the following objectives: foster international cooperation on hydrogen and fuel cell R&D, common codes and standards, and information sharing on infrastructure developmentestablish an effective operational structure to facilitate international collaboration and networking both among researchers and at the highest levels of governmentleverage resources by endorsing 30 international collaborative projects, co-labeled over 13 workshops and conferences, and sponsored a series of workshops on topics ranging from hydrogen storage to infrastructure issuesIt uses Public awareness campaigns and other outreach activities, Standards and certification for technology development and adoption, Networking and collaborative platforms as policy instruments.",164
United States,CONCENTRATING SOLAR POWER COMPETITIVE AWARDS,"United States's CONCENTRATING SOLAR POWER COMPETITIVE AWARDS (2007 - Ongoing). The Concentrating Solar Power Competitive Awards by the Solar Energy Technologies Office (SETO) at the Department of Energy are geared towards transformative concepts with the potential to break through existing cost and performance barriers. It has the following objectives: To support the development of novel concentrating solar power (CSP) research and development projects that will reduce the levelized cost of energy to $0.05 per kilowatt hour or less, for baseload systems with 12 hours or more of thermal energy storage, without subsidies by 2030.To engineer new concepts in the collector, receiver, thermal storage, heat transfer fluids and power cycle subsystems, including technologies that will lower operations and management costsDevelop solutions that are commercially relevant for electricity generation applications.It uses Science and innovation challenges, prizes and awards, Institutional funding for public research as policy instruments.",144
United States,SUNSHOT NATIONAL LABORATORY MULTIYEAR PARTNERSHIP,"United States's SUNSHOT NATIONAL LABORATORY MULTIYEAR PARTNERSHIP (2016 - Ongoing). The SunShot National Laboratory Multiyear Partnership (SuNLaMP) funding program allows the Energy Department’s national laboratory system to continue to address the most critical barriers that remain to achieving a total installed cost of solar energy systems to $.06 per kilowatt-hour by 2020. SuNLaMP projects address all five of SunShot’s subprograms in fiscal years 2016 through 2018. It has the following objectives: enables our country’s national laboratories to address the most impactful barriers to the advancement of photovoltaic (PV) technologies. Research at these labs has advanced key PV technologies and has enabled the solar industry to grow.target high-impact problems, make a significant difference in research areas, focus on broad problems with new approaches, and have a significant return on investment.meet agreed-upon objectives, deliver on milestones, yield valuable results, and remain relevant to the current research and development needs of the technology and the solar marketplace.It uses Institutional funding for public research as policy instruments.",163
United States,The 21st CENTURY CURES ACT,"United States's The 21st CENTURY CURES ACT (2016 - Ongoing). This piece of legislation provides NIH with critical tools and resources to advance biomedical research across the spectrum, from foundational basic research studies to advanced clinical trials of promising new therapies. It has the following objectives: To provide multiyear funding to four highly innovative scientific initiatives: The All of Us Research Program, formerly known as the PMI Cohort Program; The Brain Research through Advancing Innovative Neurotechnologies (BRAIN) Initiative seeks to better understand how the brain encodes, stores, and retrieves information, which will transform the ability to diagnose and treat neurological/mental disorders; The Cancer Moonshot; and The Regenerative Medicine Innovation Project will support clinical research in coordination with the FDA using adult stem cells to further the field of regenerative medicine.To provide NIH with the flexibility and resources needed to accomplish its mission to improve the health of Americans.To implement measures to alleviate administrative burdens that can prolong the start of clinical trials and improve privacy protections for research volunteers.To implement measures to enhance data sharing among NIH-supported researchers and allow researchers to more easily attend scientific conferences where in-person collaboration can often lead to scientific breakthroughs.To implement measures to encourage inclusion of diverse populations represented in clinical research and open up new NIH funding opportunities for young investigators.It uses Strategies, agendas and plans, Institutional funding for public research, Networking and collaborative platforms, Information services and access to datasets as policy instruments.",241
United States,NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION COOPERATIVE INSTITUTES,"United States's NATIONAL OCEANIC AND ATMOSPHERIC ADMINISTRATION COOPERATIVE INSTITUTES (2004 - Ongoing). NOAA Cooperative Institutes are academic and non-profit research institutions that demonstrate the highest level of performance and conduct research that supports NOAAs Mission Goals and Strategic Plan. Many of the Cooperative Institutes are collocated with NOAA research laboratories, creating a strong, long-term collaboration between scientists in the laboratories and in the university. The laboratories and their field stations are located across the country and around the world. Cooperative Institutes not collocated with a NOAA laboratory often serve diverse research communities and research programs throughout NOAA. It has the following objectives: conduct an integrated program of research, technology development, and services to improve the understanding of Earths atmosphere, oceans and inland waters, and to describe and predict changes occurring to them.It uses Information services and access to datasets, Horizontal STI coordination bodies, Institutional funding for public research as policy instruments.",151
United States,NATIONAL SEA GRANT COLLEGE PROGRAM,"United States's NATIONAL SEA GRANT COLLEGE PROGRAM (1966 - Ongoing). Sea Grant is a Federal-University partnership program that brings science together with communities for solutions that work. The Sea Grant network consists of a federal/university partnership between the National Oceanic and Atmospheric Administration (NOAA) and 33 university-based programs in every coastal and Great Lakes state, Puerto Rico, and Guam. It has the following objectives: drawing on the expertise of more than 3,000 scientists, engineers, public outreach experts, educators and students to help citizens better understand, conserve and utilize Americas coastal resources.identifying and prioritizing needs on a regional level as a cornerstone of sound ocean, coastal and Great Lakes ecosystem management.Continuing to solidify regional partnerships in each of the eight NOAA regions, bringing together academic institutions, federal, state and local government agencies, and non‐governmental organizations to address regional issues.It uses Project grants for public research, Networking and collaborative platforms as policy instruments.",151
United States,THE WEATHER RESEARCH AND FORECASTING INNOVATION ACT,"United States's THE WEATHER RESEARCH AND FORECASTING INNOVATION ACT (2017 - Ongoing). The Weather Research and Forecasting Innovation Act of 2017 (the Weather Act) bolsters the Office of Oceanic and Atmospheric Researchs (OAR) commitment to advancing weather research and reinvigorating the weather portfolio. It has the following objectives: ensuring alignment of office practices with the strategic goals outlined in the Weather Act.collaborating with various subject matter experts across NOAA to develop Congressional reports and deliverables required by the Weather Act, and briefing NOAA leadership on OAR-related activities and reports.It uses Institutional funding for public research, Formal consultation of stakeholders or experts as policy instruments.",104
United States,CLIMATE PROGRAM OFFICE RESEARCH GRANTS,"United States's CLIMATE PROGRAM OFFICE RESEARCH GRANTS (2018 - Ongoing). Funding projects that are designed to improve our ability to describe our changing environment. Some anticipated outcomes include improved early warning of drought, enhanced prediction of coastal high water levels, a better understanding of emissions from wildfires, and region-driven resilience building with stakeholders and communities. It has the following objectives: To improve our ability to describe our changing environment.To advance understanding, modeling, and prediction of the Earth system.To foster effective decision making.It uses Project grants for public research, Public awareness campaigns and other outreach activities as policy instruments.",98
United States,U.S. GLOBAL CHANGE RESEARCH PROGRAM,"United States's U.S. GLOBAL CHANGE RESEARCH PROGRAM (2012 - Ongoing). The U.S. Global Change Research Program (USGCRP) is a Federal program mandated by Congress. It has the following objectives: To coordinate Federal research and investments in understanding the forces shaping the global environment, both human and natural, and their impacts on society.To facilitates collaboration and cooperation across its 13 Federal member agencies.It uses Horizontal STI coordination bodies, Project grants for public research as policy instruments.",75
United States,ELECTRICITY INDUSTRY TECHNOLOGY AND PRACTICES INNOVATION CHALLENGE,"United States's ELECTRICITY INDUSTRY TECHNOLOGY AND PRACTICES INNOVATION CHALLENGE (2019 - Ongoing). The Electricity Industry Technology and Practices Innovation Challenge (EITPIC) taps into American ingenuity to make the nation’s electric grid stronger and more resilient. Through the challenge, the Office of Electricity seeks ideas from industry, academia, and other innovators for technologies or solutions that can address existing or emerging vulnerabilities and threats to the electric sector or mitigate interdependencies between the electricity sector and other sectors. It has the following objectives: Seeks ideas from industry, academia, and other innovators for technologies or solutions that can address existing or emerging vulnerabilities and threats to the electric sector or mitigate interdependencies between the electricity sector and other sectors.It uses Science and innovation challenges, prizes and awards as policy instruments.",128
United States,MATERIALS GENOME INITIATIVE,"United States's MATERIALS GENOME INITIATIVE (2011 - Ongoing). The Materials Genome Initiative is a multi-agency initiative designed to create a new era of policies, resources, and infrastructures for materials research. It has the following objectives: To support U.S. institutions in the effort to discover, manufacture, and deploy advanced materials twice as fast, at a fraction of the cost.To combine computational tools, experimental tools, and digital data to develop and advance high-tech, high-performing materials.To improve the prediction and optimization of materials properties.To develop new techniques, standards, and tools for the broader research community.It uses Horizontal STI coordination bodies, Dedicated support to research infrastructures as policy instruments.",105
United States,LARGE-SCALE FOSSIL FUEL PILOT PROJECTS,"United States's LARGE-SCALE FOSSIL FUEL PILOT PROJECTS (2017 - Ongoing). The U.S. Department of Energy’s (DOE) Office of Fossil Energy (FE) has selected six projects to receive approximately $14.7 million in federal funding for Phase II of funding opportunity announcement (FOA), Fossil Fuel Large-Scale Pilots. Two final projects were selected to proceed with construction and operation of large-scale pilot facilities. It has the following objectives: support a range of potentially transformational coal technologies aimed at enabling step-change improvements in coal-powered systems.support future design and construction of the next generation of coal fired power plants that are flexible, resilient, economical, and emit near zero emissions, including carbon dioxide.support efforts to secure team commitments; update the preliminary cost estimate and schedule for design, construction and operation; secure construction/operation cost-share funding; and complete an environmental information volume.complete a front-end engineering design study and complete the National Environmental Policy Act (NEPA) process.It uses Project grants for public research as policy instruments.",157
United States,PREVENTION RESEARCH CENTERS,"United States's PREVENTION RESEARCH CENTERS (2014 - Ongoing). The Prevention Research Centers (PRCs) are a network of 26 academic research centers in the United States It has the following objectives: study how people and their communities can avoid or counter the risks for chronic illnesses, conducting projects with under-served populations that have high rates of disease and disability.conduct projects with community partners who are engaged throughout the research effortConduct special Interest Projects focusing on topics of interest or gaps in scientific evidenceForm thematic networks across centers to focus on specific health topics.It uses Project grants for public research, Information services and access to datasets, Centres of excellence grants as policy instruments.",111
United States,THEMATIC RESEARCH NETWORKS,"United States's THEMATIC RESEARCH NETWORKS (2002 - Ongoing). There are currently five thematic research networks. Past networks have addressed oral health, tobacco use prevention, school health, women’s health, healthy aging, and cardiovascular health. Each of them funds several Prevention Research Centers (PRC) to work together on a specific health issue. One PRC in the network is the coordinating center and manages the initiative. The networks assign a technical advisor from the funding agency to work with the network members. It has the following objectives: nanIt uses Networking and collaborative platforms, Institutional funding for public research as policy instruments.",98
United States,"AIR, CLIMATE AND ENERGY CENTERS","United States's AIR, CLIMATE AND ENERGY CENTERS (1999 - Ongoing). The U.S. Environmental Protection Agency is providing $30 million in funding for three university-based Air, Climate and Energy (ACE) Centers. It has the following objectives: conduct research on regional differences in air pollution and the effects of global climate change, technology, and societal choices on local air quality and health.develop effective pollution control strategies to protect air quality at the state and local levels.using integrated and multidisciplinary scientific approaches to find new solutions to protect air quality in the midst of a changing climate and changing energy production choices.It uses Information services and access to datasets, Dedicated support to research infrastructures, Project grants for public research as policy instruments.",119
United States,CENTERS OF EXCELLENCE IN REGULATORY SCIENCE AND INNOVATION,"United States's CENTERS OF EXCELLENCE IN REGULATORY SCIENCE AND INNOVATION (2013 - Ongoing). The Food and Drug Administrations (FDA) Centers of Excellence in Regulatory Science and Innovation (CERSIs) are collaborations between FDA and academic institutions to advance regulatory science through innovative research, training, and scientific exchanges. Evolving areas of science are promising new approaches to improving our health while demanding new ways to evaluate the safety and effectiveness of the products FDA regulates. It has the following objectives: To develop the tools, standards, and approaches required to assess the safety, efficacy, quality, and performance of innovative products.To harness these newly developed tools, standards, and approaches in collaboration with academia, industry, and other governmental agencies.It uses Networking and collaborative platforms, Public awareness campaigns and other outreach activities, Technology extension and business advisory services, Dedicated support to research infrastructures as policy instruments.",140
United States,IARPA BETTER EXTRACTION FROM TEXT TOWARDS ENHANCED RETRIEVAL,"United States's IARPA BETTER EXTRACTION FROM TEXT TOWARDS ENHANCED RETRIEVAL (2018 - Ongoing). IARPA invests in high-risk, high-payoff research programs to tackle some of the most difficult challenges of the agencies and disciplines in the Intelligence Community. Through Broad Agency Announcements (BAAs), IARPA publicly announces research programs for which it seeks research contractors. BAAs are preceded by consultations with the industry/research organizations and universities. It has the following objectives: to develop enhanced methods for personalized, multilingual semantic extraction and retrieval from text.provide users with a system that quickly and accurately extracts complex semantic information, targeted for a specific user, from text.uses this extracted information to discover and triage relevant documents from a large corpus.It uses Project grants for public research as policy instruments.",123
United States,NASA SPACE GRANT PROGRAM: National Space Grant College and Fellowship Project,"United States's NASA SPACE GRANT PROGRAM: National Space Grant College and Fellowship Project (1989 - Ongoing). Space Grant is a national network of colleges and universities. These institutions are working to expand opportunities for Americans to understand and participate in NASAs aeronautics and space projects by supporting and enhancing science and engineering education, research and public outreach efforts. The Space Grant national network includes over 850 affiliates from universities, colleges, industry, museums, science centers, and state and local agencies. It has the following objectives: Encourage cooperative programs among universities; aerospace industry; and Federal, state and local governments.Establish and maintain a national network of universities.Encourage interdisciplinary education, research and public service programs related to aerospace.Recruit and train U.S. citizens, especially women, underrepresented minorities, and persons with disabilities.Promote a strong science, mathematics and technology education base from elementary through secondary levels.It uses Networking and collaborative platforms, Project grants for public research, Public awareness campaigns and other outreach activities as policy instruments.",159
Latvia,BALTIC RESEARCH PROGRAMME,"Latvia's BALTIC RESEARCH PROGRAMME (2018 - Ongoing). The Baltic Research Cooperation Program creates the conditions for better cooperation between Norwegian, Estonian, Latvian and Lithuanian researchers and helps to find new partners. It has the following objectives: The Baltic Research programme shall strengthen multilateral relations with the aim of stimulating strong and sustainable collaboration, complementarity, capacity and competence-building and future collaborative research projects on EU and regional level.Indirectly, the program will have a broader impact and also increase the impact of Baltic researchers on pan-European cooperation, including participation in the European Union Framework Programme for Research and Innovation, Horizon Europe.It uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.",116
United States,DEVELOPMENT INNOVATION VENTURES,"United States's DEVELOPMENT INNOVATION VENTURES (2010 - Ongoing). Development Innovation Ventures (DIV) is the U.S. Agency for International Developments (USAID) open innovation program that tests and scales creative solutions to any global development challenge. It has the following objectives: By investing in breakthrough innovations driven by rigorous evidence, USAID impacts millions of lives at a fraction of the usual cost.provide flexible, tiered grant funding to test new ideas, take strategic risks, build evidence of what works, and advance the best solutions. We look for solutions that demonstrate rigorous evidence of impact, cost-effectiveness, and a viable pathway to scale and sustainability.It uses Grants for business R&D and innovation, Project grants for public research, Equity financing, Public awareness campaigns and other outreach activities, Science and innovation challenges, prizes and awards as policy instruments.",131
United States,COOPERATIVE RESEARCH UNITS,"United States's COOPERATIVE RESEARCH UNITS (1935 - Ongoing). Today, there are 40 Cooperative Research Units in 38 states. Each unit is a partnership among the U.S. Geological Survey, a State natural resource agency, a host university, and the Wildlife Management Institute. It has the following objectives: to enhance graduate education in fisheries and wildlife sciencesto facilitate research between natural resource agencies and universities on topics of mutual concern.It uses Information services and access to datasets, Public awareness campaigns and other outreach activities, Networking and collaborative platforms, Dedicated support to research infrastructures as policy instruments.",94
United States,WATER RESOURCES RESEARCH ACT PROGRAM,"United States's WATER RESOURCES RESEARCH ACT PROGRAM (1984 - Ongoing). The Water Resources Research Act Program is a Federal-State partnership. It has the following objectives: To plan, facilitate and conduct research that helps resolve State and regional water problems.To promote technology transfer, dissemination and application of research.To train scientists through participation in researchTo award competitive grants under the Water Resources Research Act.It uses Fellowships and postgraduate loans and scholarships, Information services and access to datasets, Dedicated support to research infrastructures, Project grants for public research as policy instruments.",88
Malta,MCAST RESEARCH FRAMEWORK,"Malta's MCAST RESEARCH FRAMEWORK (2019 - Ongoing). The Applied Research and Innovation Centre (ARIC) strategy is anchored on the premise of making existing structures more flexible, and fostering their ability to innovate, react and respond. The strategy's three main underlying pillars are<br/>1. A focus on key, select research thrusts leading to smart specializations.<br/>2. Creating and working within one or more Knowledge Centre / R&I Ecosystem, Centres for Smart Specialization, and peer learning through international networks such as ASEF, Eurashe and UAS4Europe.<br/>3. Developing and propagating new research, innovation and pedagogical & andragogic methodologies and technologies. It has the following objectives: All MCAST Senior Lecturers, Associate Professors and Full Professors are expected to carry out academic research related to their area of specialization as directed by MCAST. Each institute at MCAST has a Senior Research Officer (SROs) in order to drive and support the adoption of research initiatives by institute academic staff and to facilitate inter and intra institute research initiatives. Additionally, the SROs work with academics in drafting research proposals pre-award and to be familiar with different funding options available for research in the MCAST vocational areas. SROs also help to support the lecturers in putting together research funding bids.To establish and promote adequate processes and procedures to incentivize the lecturing staff to embark on new projects at national and international level.To establish research partnerships within and outside the CollegeIt uses Institutional funding for public research, Strategies, agendas and plans as policy instruments.",242
Malta,PARTICIPATION IN BBMRI-ERIC (EUROPEAN RESEARCH INFRASTRUCTURE FOR BIOBANKING),"Malta's PARTICIPATION IN BBMRI-ERIC (EUROPEAN RESEARCH INFRASTRUCTURE FOR BIOBANKING) (2013 - Ongoing). The Malta National Node is the smallest within the BBMRI-ERIC. The Malta Biobank was developed jointly between the University of Malta and the Malta Department of Health. It holds a population bank and a clinical bank with specific collections. The Population Bank is a discovery tool for biobanking / population led research. The PI is co-founder of Euro-Bio-Bank, the first European network of Rare Disease Bio-Banking. It has the following objectives: The Malta National Node takes active part in BBMRI activities with special interest in quality measures and rare disease matters. It is also interested in the further development of Rare Disease Bio-Banking and a broader Euro-Mediterranean engagement.It uses Networking and collaborative platforms, Information services and access to datasets as policy instruments. and it has a budget of Less than 1M euros.",144
Colombia,LINKING KNOWLEDGE,"Colombia's LINKING KNOWLEDGE (2019 - Ongoing). Public call for programs and projects that generate knowledge along prioritized research lines through collaborations between research groups. The call also wants to support young researchers who are working in the obtaining or improvement of products, services, processes and their application. It has the following objectives: Foster programs and projects that generate knowledge along prioritized lines of researchTo support and associate young researchers to supported projects.It uses Institutional funding for public research, Dedicated support to research infrastructures, Networking and collaborative platforms as policy instruments. and it has a budget of 1M-5M euros.",98
Ireland,FUTURE INNOVATOR PRIZE,"Ireland's FUTURE INNOVATOR PRIZE (2018 - Ongoing). The Future Innovator Prize is a challenge-based prize programme which aims to support the formation of diverse interdisciplinary teams to develop novel, potentially disruptive, technologies to address significant societal challenges. It has the following objectives: To support development of novel, potentially disruptive, technologies to address significant<br/>national and global challenges.To support the formation of high-performance interdisciplinary teams based on integration of<br/>diverse STEM disciplines and complementary skillsets.To promote convergence of knowledge, practice and methods from different disciplines and<br/>sectors.To promote engagement between researchers and stakeholders/beneficiaries of research.To accelerate societal impact from publicly funded researchIt uses Project grants for public research as policy instruments. and it has a budget of 1M-5M euros.",115
Belgium - Brussels Capital,BRAINS FOR BRUSSELS,"Belgium - Brussels Capital's BRAINS FOR BRUSSELS (2015 - Ongoing). Through this programme, a researcher who has the intention of moving to Brussels benefits from a financial intervention for the development of an innovation scientific research project. It has the following objectives: Stimulate the mobility of researchersIt uses Fellowships and postgraduate loans and scholarships as policy instruments. and it has a budget of Less than 1M euros.",67
United States,BASIC BEHAVIORAL AND SOCIAL SCIENCE OPPORTUNITY NETWORK,"United States's BASIC BEHAVIORAL AND SOCIAL SCIENCE OPPORTUNITY NETWORK (2009 - Ongoing). NIH initiated the Basic Behavioral and Social Science Opportunity Network (OppNet) in November 2009 to expand the NIH portfolio in basic scientific inquiry that explains the mechanisms and processes that influence individual and group health-related behaviors. By September 2018, OppNet provided $80,750,002 to 137 extramural research projects including out-year funding. It has the following objectives: To pursue opportunities for strengthening basic behavioral and social science research (b-BSSR) at the NIH while innovating beyond existing investments.Foster advances basic behavioral and social science research through activities and initiatives that build a body of knowledge about the nature of behavior and social systems.Prioritize activities and initiatives that focus on basic mechanisms of behavior and social processes; that are relevant to the missions and public health challenges of multiple NIH Institutes, Centers and Offices (ICOs); and that build upon existing NIH investments without replicating them.It uses Networking and collaborative platforms, Institutional funding for public research as policy instruments.",166
United States,BIOMEDICAL INFORMATION SCIENCE AND TECHNOLOGY INITIATIVE,"United States's BIOMEDICAL INFORMATION SCIENCE AND TECHNOLOGY INITIATIVE (2000 - Ongoing). BISTI is a consortium of representatives from each of the NIH institutes and centers. BISTI was established in May 2000 to serve as the focus of biomedical computing issues at the NIH. Regular monthly meetings are conducted to discuss program status, future needs and directions, and topics of interest to the bioinformatics community. It has the following objectives: make optimal use of computer science and technology to address problems in biology and medicine by fostering new basic understandings, collaborations, and transdisciplinary initiatives between the computational and biomedical sciences.coordinate research grants, training opportunities, and scientific symposia associated with biomedical computing.It uses Project grants for public research, Networking and collaborative platforms, Dedicated support to research infrastructures as policy instruments.",128
United States,BLUEPRINT FOR NEUROSCIENCE RESEARCH,"United States's BLUEPRINT FOR NEUROSCIENCE RESEARCH (2004 - Ongoing). A collaborative framework that includes the NIH Office of the Director and 14 NIH Institutes and Centers that support research on the nervous system. It has the following objectives: To accelerate transformative discoveries in brain function in health, aging and disease.identify cross-cutting areas of research and confronts challenges too large for any single Institute or Center, by pooling resources and expertiseIn addition to supporting cross-cutting neuroscience activities like research training, workforce diversity, informatics and therapeutic development, Blueprint also funds research initiatives.It uses Information services and access to datasets, Project grants for public research, Dedicated support to research infrastructures, Public awareness campaigns and other outreach activities as policy instruments.",117
United States,INSTITUTIONAL FUNDING TO THE CLINICAL CENTER AT THE NATIONAL INSTITUTES OF HEALTH,"United States's INSTITUTIONAL FUNDING TO THE CLINICAL CENTER AT THE NATIONAL INSTITUTES OF HEALTH (1953 - Ongoing). The Clinical Center at the National Institutes of Health (NIH) is the world’s largest hospital entirely devoted to clinical research. It has the following objectives: rapidly translate scientific observations and laboratory discoveries into new approaches for diagnosing, treating, and preventing disease.encourage the application of new findings in patients, often with the participation of investigators from outside institutions.excels in the type of basic research needed to advance biomedical knowledge, providing the very foundation for health research worldwide, as well as the type of clinical research that culminates in cures and therapies.serve the dual role of providing humane and healing patient care and an unparalleled environment for clinical researchers to advance biomedical science.It uses Institutional funding for public research as policy instruments.",137
United States,NIH COMMON FUND,"United States's NIH COMMON FUND (2006 - Ongoing). The Common Fund program complement NIHs other funding schemes. It has the following objectives: To address emerging scientific opportunities and pressing challenges in biomedical research that no single NIH Institute or Center (IC) can address on its own, but are of high priority for the NIH as a wholeTo function as a “venture capital” space where high-risk, innovative endeavors with the potential for extraordinary impact can be supported.to change paradigms, develop innovative tools and technologies, and/or provide fundamental foundations for research that can be used by the broad biomedical research community.It uses Institutional funding for public research, Strategies, agendas and plans as policy instruments.",112
Colombia,ACTIVITIES OF THE NATIONAL FUND FOR THE FINANCING OF STI FRANCISCO JOSÉ DE CALDAS,"Colombia's ACTIVITIES OF THE NATIONAL FUND FOR THE FINANCING OF STI FRANCISCO JOSÉ DE CALDAS (2009 - Ongoing). The National Fund for the financing of Science, Technology and Innovation Francisco José de Caldas is a financial mechanism that allows COLCIENCIAS to include public, private, international and donation resources to finance Science, Technology and Innovation Development. The Fund is managed by a Trust company. It has the following objectives: To finance Science, Technology and Innovation programs, projects, institutions and activities.To invest in Risk Capital Funds or other financing instruments, for supporting Science, Technology and Innovation programs, project and activities.It uses Fellowships and postgraduate loans and scholarships, Horizontal STI coordination bodies, Institutional funding for public research, Centres of excellence grants, Project grants for public research as policy instruments.",126
