,Time,ProductId,UserId,Score,Summary,Text
219,1351123200,B001L28RTM,A23WYVBCNE75X1,4,this product is good,"It tastes good.  The container is too big to fit in my cupboard, but I refilled the current coffee creamer dispenser.  It tastes good."
220,1351123200,B001I16ENM,A35YV570B5GIXI,5,Yummmmm,"Couldn't live without this product, I live in a country with no Starbucks so I make my own chai tea at home, much cheaper that way too!"
221,1351123200,B009WVB40S,A3ME78KVX31T21,5,Tasty!,"I purchased this to send to my son who's away at college. It was delivered right to his dorm room with very fast shipping. He loved it so much he called me to thank me, and sadly, he hardly ever calls me anymore! If you want your kids to call home, and have some good snack to get them through midterms then send them this."
222,1351123200,B008O3G2GG,A37UIFYX5G32W2,4,Not sure how to feel,"So, my dog likes it. I'll just get that out there right away.<br />But, it's awkward to carry and can be messy (which I didn't think it would be) but since you have to sometimes give it a little encouragement to get anything to come out, sometimes it just decides ""Oh you want ALL of it!"" and I have a sticky snouted puppy.<br />And, she has since lost interest in it and prefers treats she can smell better."
223,1351123200,B004UA53AI,A23WYVBCNE75X1,4,Pretty good,"It's flavorful with chunks of tomato.  I used it the other night and along with some parmmesan cheese, didn't miss the vegetarian ground crumbles."
224,1351123200,B0081XIASW,A156021XP6CYX6,2,"Paw Flapper Fun, But Too Easy","I got my dog the Paw Flapper because he's a Basset Hound mix and loves to use his nose. He's also pretty smart, so keeping him occupied can be difficult. Unfortunately, this is a super simple puzzle. The first time he played with it, it took him about ten minutes to find all the treats. The next time, it took five minutes. There really isn't anything that challenging about it. Opening the flaps takes my dog a second, and all he has to do is keep pushing his nose into the holes to rotate the top and find all the treats. He had fun, but then it's a toy full of treats, so that's a given.<br /><br />The puzzle does seem to be well made though, so it's not a bad product. It just isn't challenging enough. I'll be returning it and trying one of the other puzzles."
225,1351123200,B006Y00H08,AGGP41D58P0ZW,1,KNOCK OFF,"This is not the product that should come in this box.  I have had this tea from a local store which was excellent, very flavorful pellets.  This was a powdered product which was tasteless I can only assume it is another Chinese knock off.  Don't bother spending money for it."
226,1351123200,B003GBCAV2,A360QC0UK1LO3,5,Great snack for no carb dieters,This is a great snack for the no carb dieter who miss crunchies like potato chips.  Very satisfying and tastey!
227,1351123200,B001D0IZBM,AMUD7YJD0Y8D3,5,My new favourite for a nice bold morning brew,"When using a drip coffee maker, I often slipped in an extra spoonful of grounds to make my morning coffee extra strong so that the milk would not dilute it too much.  After recently having bought a Keurig, I was a bit disappointed at the somewhat watered-down light-bodied taste of most of the K-Cups which came as a sample with it.<br /><br />So my first inclination was to browse the Amazon reviews of several varieties of K-Cup coffee and take advantage of what others who like a nice strong bold cup of coffee had learnt by trial and error - and that was a good move!  I took you all at your word, ordered a 50-pack of this coffee on Monday, had my first cup of it this morning, and decided it was worth submitting my first ever review of any Amazon product ever, both to give it a 5-star rating myself and to thank those of you who take the time & trouble to give honest reviews for the benefit of people like me.<br /><br />So for the record, on a price and quality scale this is my new favourite K-Cup coffee.  Until now, my favourite on a pure quality scale was <a href=""http://www.amazon.com/gp/product/B008C9QEVU"">Starbucks Caff&egrave; Verona, Dark Roast, 27-Count K-Cups for Keurig Brewers</a> (excellent but very pricey!) and for a bold-yet-affordable cup was <a href=""http://www.amazon.com/gp/product/B006N3I3I4"">Green Mountain Coffee Double Black Diamond, K-Cup Portion Pack for Keurig Brewers 24-Count</a> (also excellent, and less pricey, but IMO not quite as nice in flavour as Emeril's ""Big Easy Bold"").<br /><br />For anyone looking for a nice strong full-bodied and flavourful K-Cup coffee which won't break the bank, do try this one. If you're like me you won't be disappointed."
228,1351123200,B003OPCL5U,A323AEDVZ84ZFT,4,"Not a pumpkin-y as I would have hoped, but a great flavour","I bought this coffee seeking fall flavors, but unfortunately, it just seemed there wasn't enough in this coffee! BUT the price for the amount of coffee you get is unbeatable and the flavor it still wonderful, just not as pumpkin-y as I would have hoped. Plus, it's organic and all that good stuff."
229,1351123200,B001D0IZBM,A2BAYRWJ9I0LLB,5,Emerils Big Easy,"Best coffee available, I drink it on the middle setting of the five our maker has and one cups is enough."
230,1351123200,B003D4IYSU,AWZZUM4YPP3H9,5,I couldn't love the double bergamot more,I'm absolutely addicted to this tea. it's the best tea I've ever had. when Starbucks changed their black iced tea I had to find a replacement. this stuff is better than anything ever. I'm very passionate about tea. I've never had it hot but I'm sure it's delicious that way as well.
231,1351123200,B00469R3WE,A1OUCH9GD6J0D5,3,Great Cereal Ridiculous Price,"So I've been looking for this cereal literally every time I go to the store ever since I had it at boot camp 5 months ago. I went to about 4 to 5 different stores all with no success, also none of the store associates from any of the stores knew what I was talking about. Least to say, I was extremely happy to see that I could order my dream cereal on here. The product description does say that its 50 oz. however, for some reason I thought I would receive a much bigger bag for the price of $17.47. The cereal, like I remember it, is very good and my boyfriend agrees that it is the best cereal he has ever had, but sadly after 5 months of searching I wont be ordering this cereal again. The price is way too steep and its simply not worth the price. I will wait for the price to fall before ordering."
232,1351123200,B008JA7CRW,A1V1EP514B5H7Y,5,Refreshing and healthy drink,"I was delighted to receive this new V8 drink as I've been a fan of V8 for a long time as it not only is healthy, but it tastes really good.  I don't know if it gives more energy because how does one measure that?  But, blueberries and pomegranate have been proven to be very healthy fruits and the low calorie count is an added plus.  I will be going to my local supermarket to get more of this new drink instead of my usual juice."
233,1351123200,B006V5X8NO,AR6CLLQC3ZO8N,4,Good quality grinder,"I had become almost addicted to the garlic and sea salt grinder that the Dollar Tree used to sell. Of course, (as is the case with almost everything they sell that I really like) they quit carrying it, and that led me on a search for a replacement product. The Olde Thompson is very good, and I would purchase it again; however, I wish it had more garlic and less salt in the mixture. It isn't possible to add dried garlic flakes to the grinder because the top is not removable. (At least I couldn't figure out how to get it off.) The vendor's service was outstanding."
234,1351123200,B008JA7CRW,A4BNJSZVARL5W,5,Yum!,"I loved the V8 Pomegranate Blueberry energy drink! It was very good and has some of the fruits and veggies that we try to pack in all day. This is also an easy way to get the nutrition that most people are lacking. When you have a busy day, it's hard to get everything in and with the V8 Pomegranate Blueberry energy drink, it's so easy, you don't even have to think about it!"
235,1351123200,B0044IE94M,A187XBYBR3BSET,5,5 Hour Energy works very well...,Great price if you buy in bulk.  Product works very well.  No side effects.  I have not tried a flavor that I didn't like.
236,1351123200,B008JA7CRW,A19OR7BSMSPDFB,4,Pretty Good,V8 Pomegranate and Blueberry Fusion Drink<br /><br />I liked it. Smaller can so its not high calorie. It says energy buy its no added caffeine or sugar just natural fruit juice for a little boost. I love pomegranate and the blueberry adds just the right amount of sweetness. Not too tart not too sweet - well balanced. Nice change up and if you like Pom/blueberry :).  I bought a 64 ounce afterward because I did enjoy it.
237,1351123200,B006Q7YFLQ,A7EU2BWLLCJY2,5,My dogs love them!,"I've tried several different kinds of freeze-dried chicken treats and, for the most part, they are all so dehydrated that they literally turn into dust in the bag.  You get a couple of solid pieces out of a bag, then the rest you have to sprinkle on top of dog food because it's just chicken powder.  These don't do that!  They have some additional ingredients in them besides chicken (veggies and fruit mostly) so they stay together very nicely.  They are definitely designed for larger dogs - each treat is about the size of a fifty-cent piece (when was the last time you saw one of those?) and about a quarter to a half an inch thick.  But they break easily into smaller pieces for little dogs.  I have teeny, tiny chihuahuas so I have to break these treats into M&M-sized pieces for them, but they can't get enough!  And the bag goes a long ways if you are breaking them down into smaller treats.  These are now permanently on my shopping list for my babies."
238,1351123200,B0044MTGHI,A3MV6SD9TXO1X7,5,Love love love.,Simple: VITACOST HAS A CUSTOMER FOR LIFE!!! It's much better than I imagined for so low a price- better than the expensive brands. I use it for everything.
239,1351123200,B003V8Y892,A33HARAFO31LTO,5,"Good product, good price","With all the checking I've done, this seems to be the best value around for Truvia packets. I use them for cooking and baking so they go fast in my home. Being able to buy them in quantity while saving some money is really appreciated."
240,1351123200,B007XARNIM,A14FR3U0FQPAEN,3,Hot!,"It tastes hotter than other gari products I've tried, but it's not a problem for me since I like snacking on hot food. However, the plastic bottle is really fragile and easily breaks, so it needs careful handling."
241,1351123200,B003F84REY,A27CKOACMX8O5F,5,Great Product,So glad to find this since the grocery stores no longer carry this product. it is a spice that not many people use anymore because they no longer cook from scratch
242,1351123200,B000FBQ4YU,A2XVOWD40JCFSZ,4,yummy cookies!,We've ordered for them every month and only once the package inside the seal had a small hole and wasn't as fresh.
243,1351123200,B007TGDXMU,A1JWY18IISLJZA,5,THE Alternative To High Priced K-Cups You've Been LOOKING For!,"You love K-Cups, but get annoyed with paying $1.50+ apiece? This product is for you. It's not a K-Cup. So my guess is that they don't pay royalties to Keurig. And they pass the savings along to you.<br /><br />So if it's not a K-cup, what is it? Too hard to explain. It's like a cross between a tea-bag and a K-Cup.<br /><br />Here's all that matters: it fits in your Keurig machine--no problem. They package it in a way that it stays fresh. And it brews as good of a cup of coffee as any K-Cup.<br /><br />But it's WAY cheaper.<br /><br />Try it. You'll love it!"
244,1351123200,B007TGDXMU,ATE959E0GRIG9,5,My Favorite Coffee!,"I liked the idea of less plastic with my K-Cup, and got the added bonus of a delicious cup of coffee!<br />I won't buy anything else now...I'm hooked!"
245,1351123200,B004O736HY,AWFA8N9IXELVH,1,Deceptive description,On Oct 9 I ordered from a different vendor the same product 1.2 oz- 6 pack.  That order was 6 packs of 1.2 oz ea.  When I saw this item I decided to order it.  it read the same as my first order 1.2 oz- 6 pack & the price was approximately the same.  I received the order today & what is it but 1 large bag of small packs totaling 1.2 oz.  I call this deceptive not curious as another reviewer put it. I think the descriptions should be more specfic. The 1 star rating I gave is because of the description not the product itself.  The chips are actually very good.
246,1351123200,B005FT1JTW,AD30TCZOL5F1N,5,"Love it, or not so much","As my title says, you either will love it or not. I love it, some friends who tried it and didnt like it were disapointed the flavor didnt quite match the aroma. This is one you will have to try for yourselves."
247,1351123200,B001PS5TMU,A398R5RS3RE8EO,3,"It was okay, but didn't really help","I bought this dog food after the ""Tainted Dog Food"" incident this year.  I did some research to look for an alternative for my sensitive and allergic labracollie, and liked that Addiction used free-range animals and seemed to use natural ingredients.  My dog loved the taste and dug right into it.<br /><br />I had her on this diet for almost two weeks.  I bought two bags at a local mom and pop pet store, but it did not particularly improve her stool--which is a big factor for me and her digestive health.  Her stool was still softer than normal.  Another issue I found was that the Venison meal was very high in protein.  My dog is nine years-old and not as active as before, so I wasn't very fond of the protein content.  This dog food may be better-suited for active or younger dogs.<br /><br />At my local pet store, they also have Lamb, La Porchetta, Salmon Bleu, and a couple other puppy variations.  I bought Lamb and Porchetta as well.  Among the three my dog ate, she seemed to like the Venison the best.  I knew this because she always hesitated with the Lamb and Porchetta.  I have not tried the Kangaroo (which is available on Amazon), but I may buy a bag just so I can know how it is for future reference, and I can offer a review.<br /><br />As for the price, yes, it's a little on the higher side.  At $17.00 for a four-pound bag, I would try it for a couple weeks and make sure your dog does well (enough) on it before investing in a regular diet regimen of this dog food.  For me, though, the results I received did not justify me having to spend the extra money for this dog food, even though my dog actually liked eating it.<br /><br />Pros:<br />1. Apparently it tastes very good.<br />2. Good ingredients.<br />3. High protein content (good).<br /><br />Cons:<br />1. Pricey.<br />2. High protein content (bad)."
248,1351123200,B001CDOBCM,AM0G358CX6F3B,5,A new perspective on a Manhattan,"If you love a good Manhattan and especially enjoy the cherry at the end, these cherries are for you.<br /><br />Very dense, sweet and in a syrup, two cherries and a bit of syrup add a better sweet component than sweet vermouth. These things were born to be in a Manhattan!  Also recommend skipping the vermouth and adding the Italian liquor Amaro.  That and these cherries will change your Manhattan experience forever"
249,1351123200,B000FPJ78Q,A3F14GVSJMJ0WH,2,dingos,The red part of the dingos was missing from 3 of the balls in one bag and two of them in the other. The others have not been opened yet and I found this very upsetting since this is the part the the puppies go for first. I don't mind paying that price if it is as shown. The bag show no white only balls.<br />Theresa Miller
250,1351123200,B000I1RGQC,A3UC586EDL2M96,5,back to nature oatmeal cookies,Back to nature cookies are great cookies to buy ...they taste great and are more healthier for you ...cant beat that ..they are awesome ..we love all of the varieties ...these are all the cookies i buy ..all the kids that come to my house they will eat the entire box in one sitting ..and i love the fact they are getting better ingredients without all the bad stuff
251,1351123200,B004UIO5MM,A3C8DQDIG921IX,5,Great Coffee,"I have a coffee maker that grinds my coffee beans.  It's hard to find whole bean decafinated coffee.  When I find it in the brand that I like, I am excited.  Seattle's Best is my favorite."
252,1351123200,B0001LQZOI,A2RKEA0GBBC0GU,5,Excellent Tea,"This is the best tea i have had yet. It reminds me of a fine wine,very smooth and full bodied.I use milk and honey with it and i a cant get over how good the tea tastes.I finally found a great tea thanks to amazon and the reviews from consumers on products like these."
253,1351123200,B005K4Q4LK,A28LXT9XBGRA18,1,Too sweet,It's silly to call this a Cappuccino. There is no coffee flavor whatsoever. I have even tried making this 1/2 and 1/2 with strong coffee. Still can't tolerate it.
254,1351123200,B0007A0AQM,A15X1BO4CLBN3C,5,cant get enough of it!!!,"Our lil shih tzu puppy cannot get enough of it. Everytime she sees the bag, she starts jumping up and down!!! Our older shih tzu doesnt like it at all but its perfect for puppies! Will definitely reorder!"
255,1351123200,B004SNMAOO,A3HVA6BTVB1UYP,5,love this bar,Sick of melting chocolate or yogurt icing in your bars. Well here is a good one without that. I love this bar. Just nuts and seeds. Simple and healthy. I am diabetic and a low carber and this bar is one of my favorites. Hard to find in stores so I buy on web. Was well packaged and received quickly.
256,1351123200,B002ZH4EXU,A3MNSYS64E5FAE,3,cats dont like,the service was great but the cats didnot like it.I guess i wont order again. the price is right and it came quick.
257,1351123200,B005K4Q4LK,A34VU0NSTNNTRQ,5,French Vanilla Cappuccino,Great price.  Really love the the flavor.  No need to add anything to this cappuccino to enhance the flavor. Really enjoyable anytime drink. This is a house hold favorite.
258,1351123200,B000FYYOZI,A13Q9TG853K1J6,5,Yum,"Good, light taste.  Not too strong of a flavoring, and very little, if any, aftertaste.  They go down easy,...MMMmm.  Definitely happy with the purchase."
259,1351123200,B005K4Q4LK,AQ9336463S5W8,2,not what we thought,Thought it was coffee k cups we were purchasing but it is powdered drink mix. Read carefully before buying this brand.
260,1351123200,B004O736HY,AG4YGLLIE8BWP,5,Makes me drool just thinking of them,"The Brit's have out done us. The flavor is supreme,they satisfy my hunger for steak and onions...<br />Get them while you can...  Their other flavors are great tooo"
261,1351123200,B000N30EC8,A3TRJP82AD6LXF,5,Quick and easy for on the go!,I got this for those mornings I am in a rush or running late. Saves time and is very healthy. They taste a lot better than I expected. Also would be a great afternoon snack for children. They would love the taste and would not realize they are getting something that is also healthy for them.
262,1351123200,B002R8SLUY,A09539661HB8JHRFVRDC,4,Fruitables Crunchy Dog Treats,"My lab goes wild for these and I am almost tempted to have a go at some myself, as they smell so great. So far I have resisted the temptation despite the fact that they are filled with healthy ingredients."
263,1351123200,B008JKTH2A,A1XV4W7JWX341C,5,"Loved these gluten free healthy bars, saved $$ ordering on Amazon",These Kind Bars are so good and healthy & gluten free.  My daughter came across them and loves them for a quick snack between her hectic schedule of classes & work. Most times she won't have time to eat a full meal and these are such a great alternative to fast food.  I will order again & this time I'll get a few for moi! Really loved the coconut too..
264,1351123200,B007TGDXMU,A2WMWK5GJCY8SH,5,The best by far!,San Francisco Bay Coffee Company makes the best coffee for the Kuerig by far.  It's also half the price.  It's always nice to have someone break a monopoly.
265,1351123200,B004779XSM,A1Y9VUR9W4V0PX,5,Always delicious!,Green Mountain has never let me down as far as taste.  Always delicious!  This flavor is a particular favorite.  A must have staple in our office.
266,1351123200,B004779XSM,A2O3TJYRBCIFWO,5,So delicious!!,I love Green Mountain French Vanilla Cream coffee! The flavor is amazing and all I add in French Vanilla Creamer :)
267,1351123200,B002ACU9XY,A32C7CN1ZWSDEK,5,Favorite Coffee Pods!,"I had been buying Senseo coffee pods to use in my Hamilton Beach pod brewer.  The Senseo pods became impossible to find locally, so I looked online.  I drink decaf coffee, and it's often difficult to find decaf in different variaties.  When I found these pods from Baronet, I decided to take a chance on them.  They are so much better than the ones from Senseo!  The flavor is rich and the price is quite a bit less than the old pods I was buying. The Baronet pods are also stronger in flavor, which is great if you want to make a larger mug of coffee.  They come in flavors, too!  Highly recommend!!"
268,1351123200,B003POD8O8,A3NA3L4T8Z3TJP,4,Really good automatic candy dispenser,"This product works great for regular M&M's, skittles, runts and other such small candies.  The only reason I didn't give it 5 stars was that it doesn't do so well with peanut or almond M&M's.  They seem to get crushed and jam inside the auger.  For smaller candies, it's great!  Perfect for the office!"
269,1351123200,B004XE0FKY,A134OXKUUA2N57,5,Fantastic -- But ...,"This is fantastic stuff. It's my favorite of all the flavors Fabrique D&eacute;lices makes.  But honestly, I walk three blocks and buy it for just under $6 at Gourmet & More on Gough Street in San Francisco.  I can't understand the price or paying the shipping.  I'd buy a terrine or use a loaf pan and make it myself rather than pay these kinds of prices.  There's a whole classic text on making terrines and pates at <a href=""http://www.amazon.com/gp/product/080942925X"">Terrines, Pates & Galantines (The Good Cook Techniques & Recipes Series)</a> and you can watch Julia Child do it on The French Chef.  It's as easy as making meatloaf.<br /><br />Beyond that I'd go to the Fabrique D&eacute;lices web site and see if you can buy it locally in your area.<br /><br />Enjoy."
270,1351123200,B000FBM3WC,A2XVOWD40JCFSZ,4,yummy cookies!,We've ordered for them every month and only once the package inside the seal had a small hole and wasn't as fresh.
271,1351123200,B0098WV8F2,AZHS1BFOK4OTV,4,YUMMMM!,"Am a peanut butter junkie, but hate the calories.  This item is great....just add water for reconstitute the powder into yummy peanut butter...without the guilt."
272,1351123200,B005OVPKCI,A1CHOKV10NEI8X,3,"Bland, but OK","Quaker Oatmeal squares are a little on the bland side, but OK.  Most Quaker dry cereals are a bit on the bland side for my taste, and have a dull texture.  In this one, the cinnamon gives it a little more flavor than others, but it still has a texture that I don't find appealing.<br /><br />E.M. Van Court"
273,1351123200,B0043P1NUO,A130VGG4P4PW5J,5,These are excellent and excellent $$$$ here at Amazon,This Old Dawg [Chihuahua] has been eating these for years [Bacon Strips as shown] and even with my teeth as old as they are - [16 yrs] I have no problem chewing these - The caramel squares are very good also - BUT not for me at my age.<br /><br />It is nice to see these under the *Amazon Subscribe and Save* - ordering now - Had gotten the 50oz at Big Box a while back but they run out so often -
274,1351123200,B008JKTH2A,A34XBAIFT02B60,1,Should advertise coconut as an ingredient more prominently,"First, these should be called Mac - Coconut bars, as Coconut is the #2 ingredient and Mango is #3.  Second, lots of people don't like coconut.  I happen to be allergic to it.  Word to Amazon that if you want happy customers to make things like this more prominent.  Thanks."
275,1351123200,B001KW900I,A3EL8POFM0SH1O,5,My precious child (yorkie) REFUSED to eat for 2 months!!!!!,"I have literally been frantic over ""Celli"" (nickname for Andrea Bocelli) not eating anything except treats..no nutritive value..for 2 months!!! I cooked grilled chicken breasts, beef cooked every way, even lean pork chops...no deal...It is very grueling to watch your only baby starving!!! I tried 32 flavors of dog food. He has always preferred dry food over canned food. So I was perusing the dog food offered by my ""hero sight"" Amazon,and something about Halo Spots Stew caught my attention. For days I went back and forth between flavors that my pooch would find appealing. Finally, I settled on the adult lamb recipe. After ordering I thought ""Oh no, the kibble is going to be too large for his small mouth""( Am I neurotic, doting mother or what?) Anyone who thinks I am totally disgusting doesn't know what this situation is like!! I was prepared to chop the dog food in my food processor...BUT, the food arrived quickly, as usual for Amazon, and what a surprise!!! Upon opening the bag of food, to my pleasant surprise, the smell of the food was so good..so fresh.. and the kibble is so small!! Now for the happy ending...Celli ate every bit in his bowl as if to say ""This is what I've been waiting for""...Mommy will rest tonight...Thanks Halo and Amazon...My love and gratitude to you!!!"
276,1351123200,B0018CIUBA,AUI3US13YHN93,3,Dog Loves it . . . While it Lasts,"I bought this flavor edible Nylabone for my ""industrial strength"" chewing dog who's just over 1 year old.  Although he enjoys all of the Nylabone flavors, he goes through them in record time because he's a chronic chewer.  Considering how much it costs,I decided it wasn't worth it.  Instead, I now buy Purina Chewnola bones - they entertain my little guy for hours and he keeps going back to it until it's gone.  I recommend this to anyone with a dog who's into chewing.  I also recommend you buy them on Amazon since you can pay as much as 50% less than you pay at a store.  (The 3 stars is because the cost doesn't match the lasting power.)"
277,1351123200,B002R8SLUY,A3MHMWPZUAI565,2,Triggered strange vomit response to my dog,"I can't deny that these smell amazing- all the fruitables that I ordered smelled like human-counterpart treats...blueberries, yum.<br /><br />I was excited to give my dog a ""real"" treat, and I have him one of this and one of another fruitables soft chew. A few hours later, we were shocked at the dog spitting up everything in this stomach- he threw up about 3 times, and then continued to spit up mucous and bile fluid. Gross, and really unfortunate :(<br /><br />I contacted both fruitables and amazon, who both graciously accepted the open bags as returns, and fruitables checked the lot numbers of the bags I had. I guess my dog had a particular sensitivity to something in these, which stinks because I really wanted him to love these nice smelling treats.<br /><br />Hopefully others have better luck with them!"
278,1351123200,B007TGDXMU,ADGSALGMJYHOV,5,"Great coffee, not bitter.","I'm not a big fan of the green mountain coffees, because they all seem to be bitter.  This is a nice brew that is strong enough for me without being bitter.  Their version of the K cup works great in my Keurig machine, 70+ cups without a hitch.  They come nicely sealed in 10 separate 8 count packages.  I just opened my last package and it tastes as good as the first."
279,1351123200,B003SLYTM8,A3PCBCOQMQEK85,5,Dogs Love Them!,My Maltese and Cavalier King Charles love these treats!  I feel good about feeding them a healthier treat.<br />Not made in China!
280,1351123200,B00609PJEC,A7UQE24D5SB3R,5,Good product,This is a good product but our dogs did not seem to enjoy this as much as Holistic Select or Merrick.
281,1351123200,B00008Q3B7,A7UQE24D5SB3R,5,Paws up!,We try different treats for our dogs and they seem to like the Holistic Select biscuits very much.  This has good quality ingredients just like their kibbles which our dogs like as well.
282,1351123200,B007JT7ARQ,A17K6WB5PGT3UV,5,"Great Shampoo, Use it all the time now",This is one of those products I would have never given a try except it was sent to me in the Vine Program.<br />Now every one in my family uses it.<br /><br />I do not know how it works but it works good. Scalp never itches and hair looks great.<br />Has a nice scent to it as well.
283,1351123200,B0000ESTGX,A214U5SCYVJ7G4,4,Smooth tasting mousse,This was very good and it was smoothe and good to the taste  It was easy to mix and it only took about six minutes.
284,1351123200,B005CT8R90,A19SLJ981ULZ03,5,Excellent but Price?,"I first heard about this on America's Test Kitchen where it won a blind taste test against a premium Italian brand and so we tried it, and verified that it was excellent and remains so to this day.  But the Amazon price is beyond comprehension, $18.88 when compared to in-store price of $7.49 and on top of that, and for reasons that are totally uncler, the store is marking it down by an additional $3.50 so that the price came out to be $3.99.  And to anticipate a quesiton, I checked the ""expiration"" date and it is off until late 2013.  Even if there was no discout, the $7.49 regular price is a bargain, at least compared to Amazon.  And this is good olive oil, the olives are grown and harvested in California with processing on site."
285,1351123200,B008MNDQ4O,AAUVIV5KLSC8A,5,sesamiOil,"This is a good grocery for us.<br /><br />If you cook something,you can use it.<br /><br />It is smells so good.<br /><br />You should buy it."
286,1351123200,B0002YGSJQ,AAUVIV5KLSC8A,5,spicy,"It is a too spicy grocery in japan.<br /><br />If you cook for udon or something, you can use one.<br /><br />You should buy one."
287,1351123200,B002QWP89S,A11VCDXC7TGFTG,5,A great deal on Greenies,Paid only $22 with free shipping for 96 teenies compared to about $35 at the pet store. How can you go wrong with a deal like that?  The dog begs for his daily Greenie. Got to have them.
288,1351123200,B006IMC3LS,A332LFCZ6ZPJPW,4,Great Monster product,Kudos to Monster for making this coffee flavored energy drink (with approximately the caffeine content of one-half a cup of coffee!) It's my favorite drink on the golf course.... BUT brickbats to them for the total lack of retail establishments carrying it in stock. Thank you to Amazon for offering it at an attractive price.... you're the best!
289,1351123200,B0048GRNZM,AXG287OY16WWL,1,Cute,"For some reason I thought that you got three ""pops"" but you only get one.  For the price I paid for the Puff Pop and shipping it was just a little too much.  Everyone laughed at it and thought it was cool for a few days and then it was set aside and then misplaced.  Too pricey but cute item!"
290,1351123200,B008JKTTUA,A1XV4W7JWX341C,5,"Loved these gluten free healthy bars, saved $$ ordering on Amazon",These Kind Bars are so good and healthy & gluten free.  My daughter came across them and loves them for a quick snack between her hectic schedule of classes & work. Most times she won't have time to eat a full meal and these are such a great alternative to fast food.  I will order again & this time I'll get a few for moi! Really loved the coconut too..
291,1351123200,B002HQNCBO,A1UW65ZMZ3UWD3,5,Baconnaise,If you are a fan of bacon you're going to like this stuff. J & D makes good products. I will buy again! Makes a killer addition to a BLT.
292,1351123200,B002JA06Z8,A3ESIUM1JTR7KK,5,These fresh berries are truly MIRACULOUS!!!,"I have ordered from Ethans on three separate occasions and I couldn't be happier. The berries have always arrived fresh and exactly on the day I chose. The ""sweet"" effect usually last a good 40 minutes and it's a blast. IT TRULY WORKS! All of my family and friends have been absolutely amazed by it. Don't hesitate to try these, you will not regret it!"
293,1351123200,B001D09KAM,A1XV4W7JWX341C,5,"Loved these gluten free healthy bars, saved $$ ordering on Amazon",These Kind Bars are so good and healthy & gluten free.  My daughter came across them and loves them for a quick snack between her hectic schedule of classes & work. Most times she won't have time to eat a full meal and these are such a great alternative to fast food.  I will order again & this time I'll get a few for moi! Really loved the coconut too..
294,1351123200,B001D09KAM,A34XBAIFT02B60,1,Should advertise coconut as an ingredient more prominently,"First, these should be called Mac - Coconut bars, as Coconut is the #2 ingredient and Mango is #3.  Second, lots of people don't like coconut.  I happen to be allergic to it.  Word to Amazon that if you want happy customers to make things like this more prominent.  Thanks."
295,1351123200,B000LKTTTW,A14MQ40CCU8B13,5,Best tomato soup,"I have a hard time finding packaged food of any type, without dairy in it; even potato chips these days have it. The Imagine Organic is just tomato soup, no other BS in it. It is the best tasting too. At one time this soup could be purchased at TJ's, but since they have their own brand, it has dairy & I can't consume it. There are health food stores with it, but I wanted to give Amazon a try. It was delivered as promised & in good condition."
296,1351123200,B008JKTTUA,A34XBAIFT02B60,1,Should advertise coconut as an ingredient more prominently,"First, these should be called Mac - Coconut bars, as Coconut is the #2 ingredient and Mango is #3.  Second, lots of people don't like coconut.  I happen to be allergic to it.  Word to Amazon that if you want happy customers to make things like this more prominent.  Thanks."
297,1351123200,B003VXHGPK,A21VWSCGW7UUAR,4,"Good, but not Wolfgang Puck good","Honestly, I have to admit that I expected a little better. That's not to say that this is bad coffee - in fact it's quite bold without being too acidic, and pretty satisfying overall. I think my main problem is that Wolfgang Puck's name is attached to it, so perhaps it set my expectations a little high. I have a Wolfgang Puck knife set that I adore, and is very high quality for what I paid for it. This coffee was on sale, so it was well worth it also, I just hoped for something that would knock my socks off - which it didn't. I also purchased the Breakfast blend, and Jamaica me crazy at the same time. The breakfast blend was the best, in my opinion, and the jamaican coffee smelled the best, but was the least successful."
298,1351123200,B003Z8NEL6,A23WYVBCNE75X1,4,Decaf coffee,"I was curious about this coffee sold in Canada.  It's smooth.  I can drink it in the afternoon and all night.<br /><br />Still, I don't see what all the fuss is about."
299,1351123200,B005C3IVN8,A3HECKQ9P79EY9,5,Andersons grade B Pure Maple Syrup,"Being a hard core ""all things from Vermont are the best"" kind of guy,I was a bit apprehensive about buying maple syrup from Wisconsin.But the low price and a visit to their fantastic user friendly website sold me and boy was I glad.I purchased Andersons Grade B,(my favorite grade),through Amazon annd found it to be by far the best tasting grade B I have ever tasted.Uniqley hardy yet not too molasses like,this syrup hits all the right notes.I will continue to buy this syrup to satisy my grade B obession and highly reccomend it to all."
300,1351123200,B000JSLYSU,A194RHTL3MSZ3O,3,Too sweet,"Assuming you get these from a good seller(which most people on here didn't seem to get, so be careful about where you get them!), these are far too sweet! They are a decent chocolate, similar to Cadbury milk chocolate bars you can get in the US, but they have an interesting flaky texture. I think they are a bit sweeter than regular Cadbury milk chocolate bars(but those are already pretty sweet too, so am not sure), and even though I like the texture, it's not worth it to pay so much for them. I suggest if you're craving Cadbury chocolate just stick with the kinds you can get in the US, it saves you money and hassle."
